booking_id,passenger_key,flight_id,booking_date,status,seat_number,passport_number,emergency_contact_phone,payment_amount,payment_method,is_amount_imputed,payment_attempt_count,payment_status
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,33D,Y*****84,MASKED-1142,1883.33,UPI,False,1.0,PAYMENT_RECORDED
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,8D,M*****27,MASKED-9652,,,,,NO_PAYMENT_RECORD
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,3B,A*****64,MASKED-2397,13344.12,NETBANKING,False,1.0,PAYMENT_RECORDED
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,31D,X*****38,MASKED-2837,,,,,NO_PAYMENT_RECORD
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,17A,H*****70,MASKED-6950,4044.27,UPI,False,2.0,PAYMENT_RECORDED
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,27A,A*****38,MASKED-6792,6827.65,UPI,False,2.0,PAYMENT_RECORDED
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,5F,E*****04,MASKED-9332,3622.91,NETBANKING,False,1.0,PAYMENT_RECORDED
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,18C,C*****20,MASKED-1527,,,,,NO_PAYMENT_RECORD
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,18C,B*****32,MASKED-8123,3136.04,UPI,False,2.0,PAYMENT_RECORDED
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,10B,Z*****41,MASKED-0671,6572.09,UPI,False,1.0,PAYMENT_RECORDED
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,27B,R*****64,MASKED-2002,,,,,NO_PAYMENT_RECORD
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,17F,M*****40,MASKED-3793,3514.52,NETBANKING,False,1.0,PAYMENT_RECORDED
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,20D,P*****03,MASKED-3185,3804.91,UPI,False,2.0,PAYMENT_RECORDED
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,29F,N*****86,MASKED-6762,14905.16,CARD,False,2.0,PAYMENT_RECORDED
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,9A,E*****66,MASKED-1070,10982.24,CARD,False,1.0,PAYMENT_RECORDED
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,21A,P*****77,MASKED-2658,8158.17,NETBANKING,True,1.0,PAYMENT_RECORDED
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,14E,T*****07,MASKED-3310,,,,,NO_PAYMENT_RECORD
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,25E,G*****13,MASKED-2605,3945.41,UPI,False,2.0,PAYMENT_RECORDED
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,2C,V*****21,MASKED-7878,,,,,NO_PAYMENT_RECORD
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,5D,J*****28,MASKED-5075,13849.86,NETBANKING,False,2.0,PAYMENT_RECORDED
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,19B,J*****34,MASKED-3229,7629.97,NETBANKING,False,1.0,PAYMENT_RECORDED
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,18A,E*****23,MASKED-9310,13905.05,UPI,False,1.0,PAYMENT_RECORDED
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,2B,A*****26,MASKED-6952,12516.91,CARD,False,1.0,PAYMENT_RECORDED
B1576,P1650,SJ032,2025-10-20 11:37:36.952,UNKNOWN,6F,Z*****76,MASKED-0459,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,23A,K*****59,MASKED-7918,,,,,NO_PAYMENT_RECORD
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,6B,E*****89,MASKED-9506,2200.51,UPI,False,3.0,PAYMENT_RECORDED
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,28E,N*****78,MASKED-9676,2832.27,NETBANKING,False,2.0,PAYMENT_RECORDED
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,20D,G*****84,MASKED-8537,4607.2,UPI,False,3.0,PAYMENT_RECORDED
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,3D,V*****19,MASKED-9860,9514.99,NETBANKING,False,2.0,PAYMENT_RECORDED
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,34B,X*****06,MASKED-9275,13552.0,UPI,False,1.0,PAYMENT_RECORDED
B1583,P1603,SJ072,2026-02-22 11:37:36.952,UNKNOWN,33D,Z*****84,MASKED-0940,,,,,NO_PAYMENT_RECORD
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,21C,B*****86,MASKED-7633,13148.95,CARD,False,2.0,PAYMENT_RECORDED
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,1C,E*****72,MASKED-9970,7723.56,UPI,True,3.0,PAYMENT_RECORDED
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,25B,G*****88,MASKED-4180,,,,,NO_PAYMENT_RECORD
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,34E,N*****00,MASKED-4298,11740.35,NETBANKING,False,1.0,PAYMENT_RECORDED
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,10B,J*****16,MASKED-1813,12810.22,UPI,False,1.0,PAYMENT_RECORDED
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,3D,T*****79,MASKED-8641,14149.64,UPI,False,3.0,PAYMENT_RECORDED
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,25B,L*****74,MASKED-8124,1015.84,UPI,False,1.0,PAYMENT_RECORDED
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,8A,A*****36,MASKED-3665,11559.24,UPI,False,2.0,PAYMENT_RECORDED
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,24F,C*****98,MASKED-0691,,,,,NO_PAYMENT_RECORD
B1593,P1719,6F087,2025-09-24 11:37:36.952,UNKNOWN,1A,V*****34,MASKED-6311,,,,,NO_PAYMENT_RECORD
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,25E,L*****75,MASKED-0775,1448.88,NETBANKING,False,1.0,PAYMENT_RECORDED
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,4E,X*****01,MASKED-5375,11063.32,UPI,False,2.0,PAYMENT_RECORDED
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,15E,Z*****22,MASKED-7815,14525.4,UPI,False,2.0,PAYMENT_RECORDED
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,33A,K*****85,MASKED-6201,8089.18,UPI,False,2.0,PAYMENT_RECORDED
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,11B,L*****64,MASKED-4577,14019.19,NETBANKING,False,2.0,PAYMENT_RECORDED
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,9E,A*****18,MASKED-6733,,,,,NO_PAYMENT_RECORD
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,2C,W*****59,MASKED-9966,11274.54,CARD,False,2.0,PAYMENT_RECORDED
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,28D,B*****04,MASKED-8100,,,,,NO_PAYMENT_RECORD
B1602,P1173,6F042,2025-07-07 11:37:36.952,UNKNOWN,2A,C*****71,MASKED-9344,4028.21,NETBANKING,False,1.0,PAYMENT_RECORDED
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,17E,E*****20,MASKED-8468,,,,,NO_PAYMENT_RECORD
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,3C,T*****46,MASKED-9471,,,,,NO_PAYMENT_RECORD
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,6C,R*****19,MASKED-8238,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1606,P1654,6F015,2025-07-18 11:37:36.952,CONFIRMED,23E,M*****43,MASKED-0192,8323.82,CARD,False,3.0,PAYMENT_RECORDED
B1607,P1827,AI101,2026-02-02 11:37:36.952,INVALID,30F,T*****12,MASKED-3146,2887.17,NETBANKING,False,2.0,PAYMENT_RECORDED
B1608,P1350,SJ110,2025-06-28 11:37:36.952,CANCELLED,10B,R*****56,MASKED-6165,,,,,NO_PAYMENT_RECORD
B1609,P1553,SJ042,2025-10-21 11:37:36.952,CANCELLED,19D,Y*****49,MASKED-5414,,,,,NO_PAYMENT_RECORD
B1610,P1298,6F145,2025-10-13 11:37:36.952,CONFIRMED,27A,C*****00,MASKED-3593,5809.44,NETBANKING,False,1.0,PAYMENT_RECORDED
B1611,P1719,UK029,2026-01-05 11:37:36.952,CANCELLED,14C,X*****54,MASKED-4892,11754.89,NETBANKING,False,2.0,PAYMENT_RECORDED
B1612,P1841,SJ200,2025-04-18 11:37:36.952,CANCELLED,28C,P*****15,MASKED-3103,,,,,NO_PAYMENT_RECORD
B1613,P1944,SJ209,2026-01-29 11:37:36.952,CONFIRMED,6A,M*****44,MASKED-0449,4590.83,NETBANKING,False,2.0,PAYMENT_RECORDED
B1614,P1191,AI116,2025-05-11 11:37:36.952,UNKNOWN,30B,Y*****82,MASKED-0528,6159.25,UPI,False,2.0,PAYMENT_RECORDED
B1615,P1671,6F117,2025-05-23 11:37:36.952,CANCELLED,33B,P*****48,MASKED-8111,2652.76,CARD,False,2.0,PAYMENT_RECORDED
B1616,P1063,SJ181,2025-12-23 11:37:36.952,PENDING,17A,V*****66,MASKED-1327,,,,,NO_PAYMENT_RECORD
B1617,P1754,AI070,2025-05-10 11:37:36.952,INVALID,18A,D*****43,MASKED-8704,12237.51,CARD,False,1.0,PAYMENT_RECORDED
B1618,P1769,AI070,2026-01-19 11:37:36.952,CONFIRMED,1B,A*****86,MASKED-9430,6904.57,NETBANKING,False,1.0,PAYMENT_RECORDED
B1619,P1663,UK042,2026-02-05 11:37:36.952,PENDING,13A,D*****20,MASKED-2740,14108.86,CARD,False,3.0,PAYMENT_RECORDED
B1620,P1214,AI169,2026-02-24 11:37:36.952,PENDING,1B,X*****40,MASKED-9727,10875.33,UPI,False,4.0,PAYMENT_RECORDED
B1621,P1833,6F021,2025-12-21 11:37:36.952,PENDING,27A,D*****78,MASKED-3445,8280.27,UPI,False,2.0,PAYMENT_RECORDED
B1622,P1165,SJ046,2025-06-23 11:37:36.952,PENDING,19F,N*****41,MASKED-2713,12642.38,UPI,False,3.0,PAYMENT_RECORDED
B1623,P1542,AI211,2025-08-17 11:37:36.952,CANCELLED,22B,V*****37,MASKED-0353,12916.9,UPI,False,4.0,PAYMENT_RECORDED
B1624,P1882,SJ091,2025-12-20 11:37:36.952,CANCELLED,34F,F*****87,MASKED-5944,,,,,NO_PAYMENT_RECORD
B1625,P1231,AI123,2026-04-05 11:37:36.952,PENDING,7D,E*****16,MASKED-8999,,,,,NO_PAYMENT_RECORD
B1626,P1793,6F053,2025-04-17 11:37:36.952,CANCELLED,25C,V*****39,MASKED-3732,7859.04,NETBANKING,False,1.0,PAYMENT_RECORDED
B1627,P1540,UK012,2026-01-09 11:37:36.952,PENDING,27E,D*****07,MASKED-8394,12801.31,CARD,False,2.0,PAYMENT_RECORDED
B1628,P1194,6F023,2025-11-25 11:37:36.952,PENDING,33A,F*****57,MASKED-1638,1971.53,CARD,False,1.0,PAYMENT_RECORDED
B1629,P1505,AI250,2026-01-02 11:37:36.952,CONFIRMED,11A,Z*****62,MASKED-5072,,,,,NO_PAYMENT_RECORD
B1630,P1333,AI238,2026-04-07 11:37:36.952,PENDING,26F,B*****74,MASKED-2269,11475.88,NETBANKING,False,1.0,PAYMENT_RECORDED
B1631,P1767,UK096,2026-02-17 11:37:36.952,CANCELLED,24F,N*****13,MASKED-8353,9604.98,UPI,False,2.0,PAYMENT_RECORDED
B1632,P1792,UK126,2026-03-30 11:37:36.952,PENDING,1D,L*****61,MASKED-0781,11397.25,NETBANKING,False,1.0,PAYMENT_RECORDED
B1633,P1303,SJ195,2025-08-30 11:37:36.952,CONFIRMED,8E,G*****43,MASKED-1769,,,,,NO_PAYMENT_RECORD
B1634,P1832,SJ171,2025-12-25 11:37:36.952,CANCELLED,1C,E*****30,MASKED-5198,,,,,NO_PAYMENT_RECORD
B1635,P1436,AI136,2025-08-14 11:37:36.952,INVALID,7C,P*****02,MASKED-1859,,,,,NO_PAYMENT_RECORD
B1636,P1322,SJ192,2025-05-27 11:37:36.952,CONFIRMED,22B,T*****33,MASKED-4980,14700.1,NETBANKING,False,1.0,PAYMENT_RECORDED
B1637,P1501,6F035,2025-12-01 11:37:36.952,PENDING,27C,C*****47,MASKED-0528,7465.68,CARD,False,3.0,PAYMENT_RECORDED
B1638,P1857,UK088,2026-02-23 11:37:36.952,CONFIRMED,22C,V*****38,MASKED-4781,,,,,NO_PAYMENT_RECORD
B1639,P1913,6F009,2025-09-14 11:37:36.952,CONFIRMED,24E,W*****23,MASKED-3873,1002.59,NETBANKING,False,2.0,PAYMENT_RECORDED
B1640,P1392,6F004,2026-01-28 11:37:36.952,CANCELLED,30B,D*****09,MASKED-4451,,,,,NO_PAYMENT_RECORD
B1641,P1805,UK122,2026-03-27 11:37:36.952,UNKNOWN,28D,N*****54,MASKED-9571,14953.42,NETBANKING,False,1.0,PAYMENT_RECORDED
B1642,P1598,AI251,2026-02-15 11:37:36.952,PENDING,4E,B*****73,MASKED-6644,6919.99,NETBANKING,False,1.0,PAYMENT_RECORDED
B1643,P1148,AI027,2026-02-04 11:37:36.952,PENDING,14A,M*****70,MASKED-3774,,,,,NO_PAYMENT_RECORD
B1644,P1760,SJ165,2025-10-20 11:37:36.952,PENDING,20E,K*****41,MASKED-5792,10406.49,CARD,False,1.0,PAYMENT_RECORDED
B1645,P1832,UK081,2025-08-16 11:37:36.952,CONFIRMED,17D,R*****25,MASKED-7529,2308.55,NETBANKING,False,1.0,PAYMENT_RECORDED
B1646,P1404,UK191,2025-09-27 11:37:36.952,CANCELLED,28C,R*****76,MASKED-4076,10009.34,UPI,False,2.0,PAYMENT_RECORDED
B1647,P1282,SJ188,2025-11-06 11:37:36.952,PENDING,14F,R*****35,MASKED-0840,9457.52,CARD,False,2.0,PAYMENT_RECORDED
B1648,P1361,6F016,2025-08-09 11:37:36.952,CONFIRMED,33D,P*****86,MASKED-8368,3484.04,CARD,False,1.0,PAYMENT_RECORDED
B1649,P1378,6F064,2026-04-05 11:37:36.952,PENDING,4F,A*****32,MASKED-3414,13388.24,UPI,False,2.0,PAYMENT_RECORDED
B1650,P1197,SJ105,2026-04-03 11:37:36.952,UNKNOWN,10D,M*****89,MASKED-1933,,,,,NO_PAYMENT_RECORD
B1651,P1555,SJ054,2025-09-09 11:37:36.952,CANCELLED,21B,P*****40,MASKED-8199,6941.55,NETBANKING,False,1.0,PAYMENT_RECORDED
B1652,P1355,6F197,2025-12-19 11:37:36.952,PENDING,23C,R*****75,MASKED-0269,2104.63,NETBANKING,False,4.0,PAYMENT_RECORDED
B1653,P1539,AI040,2026-03-26 11:37:36.952,CANCELLED,31B,C*****22,MASKED-4504,10350.94,NETBANKING,False,1.0,PAYMENT_RECORDED
B1654,P1428,AI131,2025-08-14 11:37:36.952,UNKNOWN,31A,E*****22,MASKED-6787,12116.85,NETBANKING,False,1.0,PAYMENT_RECORDED
B1655,P1016,6F141,2025-10-09 11:37:36.952,PENDING,7D,C*****17,MASKED-4650,,,,,NO_PAYMENT_RECORD
B1656,P1638,UK035,2025-05-12 11:37:36.952,CONFIRMED,26E,K*****44,MASKED-9841,9174.46,NETBANKING,False,1.0,PAYMENT_RECORDED
B1657,P1378,AI005,2025-08-28 11:37:36.952,CONFIRMED,12B,M*****39,MASKED-9851,11326.44,UPI,False,1.0,PAYMENT_RECORDED
B1658,P1679,AI001,2025-06-22 11:37:36.952,CONFIRMED,18D,P*****26,MASKED-5091,,,,,NO_PAYMENT_RECORD
B1659,P1505,UK211,2026-01-17 11:37:36.952,PENDING,6D,P*****03,MASKED-1131,,,,,NO_PAYMENT_RECORD
B1660,P1755,SJ189,2026-04-04 11:37:36.952,CANCELLED,12D,B*****33,MASKED-4370,5033.75,CARD,False,2.0,PAYMENT_RECORDED
B1661,P1898,UK006,2025-04-21 11:37:36.952,PENDING,18D,J*****72,MASKED-6864,6130.91,NETBANKING,False,2.0,PAYMENT_RECORDED
B1662,P1075,6F189,2025-10-13 11:37:36.952,CONFIRMED,17A,W*****65,MASKED-8498,9168.1,NETBANKING,False,1.0,PAYMENT_RECORDED
B1663,P1230,AI133,2025-05-16 11:37:36.952,CANCELLED,15B,Y*****39,MASKED-6291,12690.33,CARD,False,6.0,PAYMENT_RECORDED
B1664,P1715,SJ216,2025-11-08 11:37:36.952,CONFIRMED,25B,F*****91,MASKED-3111,,,,,NO_PAYMENT_RECORD
B1665,P1961,SJ133,2026-03-04 11:37:36.952,CANCELLED,29D,B*****66,MASKED-0703,13434.66,UPI,False,1.0,PAYMENT_RECORDED
B1666,P1247,UK082,2026-03-05 11:37:36.952,PENDING,32C,F*****39,MASKED-0106,4184.87,CARD,False,1.0,PAYMENT_RECORDED
B1667,P1301,6F136,2026-02-16 11:37:36.952,CANCELLED,32C,R*****06,MASKED-0625,,,,,NO_PAYMENT_RECORD
B1668,P1725,6F039,2025-04-30 11:37:36.952,PENDING,3B,F*****29,MASKED-9908,,,,,NO_PAYMENT_RECORD
B1669,P1214,AI011,2025-06-16 11:37:36.952,CONFIRMED,3E,C*****44,MASKED-6069,,,,,NO_PAYMENT_RECORD
B1670,P1157,SJ225,2025-05-12 11:37:36.952,CANCELLED,16C,F*****02,MASKED-1026,,,,,NO_PAYMENT_RECORD
B1671,P1068,SJ024,2025-07-08 11:37:36.952,CONFIRMED,22C,E*****93,MASKED-8950,,,,,NO_PAYMENT_RECORD
B1672,P1392,AI109,2025-08-01 11:37:36.952,CANCELLED,14E,B*****84,MASKED-1994,6895.9,CARD,False,1.0,PAYMENT_RECORDED
B1673,P1084,AI147,2025-06-12 11:37:36.952,UNKNOWN,28B,H*****29,MASKED-2711,,,,,NO_PAYMENT_RECORD
B1674,P1266,UK057,2025-11-03 11:37:36.952,CANCELLED,18C,W*****12,MASKED-5782,,,,,NO_PAYMENT_RECORD
B1675,P1068,6F111,2025-08-01 11:37:36.952,CANCELLED,9A,X*****59,MASKED-1692,,,,,NO_PAYMENT_RECORD
B1676,P1610,AI197,2026-04-14 11:37:36.952,PENDING,24C,H*****74,MASKED-1522,11869.65,CARD,False,2.0,PAYMENT_RECORDED
B1677,P1346,UK127,2026-01-31 11:37:36.952,PENDING,29C,A*****93,MASKED-6384,14950.31,CARD,False,2.0,PAYMENT_RECORDED
B1678,P1961,6F240,2025-12-31 11:37:36.952,PENDING,24B,E*****17,MASKED-5813,3831.88,NETBANKING,False,1.0,PAYMENT_RECORDED
B1679,P1727,6F257,2025-08-17 11:37:36.952,CANCELLED,25A,P*****64,MASKED-8728,,,,,NO_PAYMENT_RECORD
B1680,P1926,AI253,2026-03-19 11:37:36.952,UNKNOWN,11F,A*****00,MASKED-3589,,,,,NO_PAYMENT_RECORD
B1681,P1672,SJ135,2026-04-02 11:37:36.952,CANCELLED,15C,E*****15,MASKED-5577,14516.19,NETBANKING,False,2.0,PAYMENT_RECORDED
B1682,P1422,UK112,2025-07-10 11:37:36.952,CANCELLED,20B,L*****91,MASKED-0562,2916.86,CARD,False,1.0,PAYMENT_RECORDED
B1683,P1605,AI050,2025-08-07 11:37:36.952,CONFIRMED,9C,R*****79,MASKED-4031,11160.79,NETBANKING,False,2.0,PAYMENT_RECORDED
B1684,P1173,UK060,2025-11-18 11:37:36.952,PENDING,8E,E*****58,MASKED-4337,,,,,NO_PAYMENT_RECORD
B1685,P1676,SJ183,2025-05-15 11:37:36.952,CANCELLED,25E,A*****67,MASKED-9394,7155.18,NETBANKING,False,2.0,PAYMENT_RECORDED
B1686,P1114,UK138,2025-11-17 11:37:36.952,CONFIRMED,23E,H*****51,MASKED-5076,1293.05,CARD,False,1.0,PAYMENT_RECORDED
B1687,P1219,SJ071,2025-10-12 11:37:36.952,PENDING,22F,L*****08,MASKED-8889,,,,,NO_PAYMENT_RECORD
B1688,P1955,AI057,2025-06-14 11:37:36.952,PENDING,9D,V*****67,MASKED-6032,10945.95,NETBANKING,False,1.0,PAYMENT_RECORDED
B1689,P1030,SJ151,2025-07-10 11:37:36.952,CANCELLED,20B,V*****25,MASKED-9943,8030.27,CARD,False,1.0,PAYMENT_RECORDED
B1690,P1522,SJ144,2025-06-28 11:37:36.952,PENDING,12C,M*****22,MASKED-5739,7675.73,UPI,False,1.0,PAYMENT_RECORDED
B1691,P1342,SJ087,2026-01-23 11:37:36.952,PENDING,12E,D*****47,MASKED-8246,10442.06,UPI,False,1.0,PAYMENT_RECORDED
B1692,P1376,SJ066,2026-04-02 11:37:36.952,CONFIRMED,18A,X*****23,MASKED-4649,,,,,NO_PAYMENT_RECORD
B1693,P1129,AI247,2026-01-02 11:37:36.952,CONFIRMED,11F,X*****66,MASKED-9241,,,,,NO_PAYMENT_RECORD
B1694,P1999,SJ102,2026-04-01 11:37:36.952,PENDING,24D,E*****09,MASKED-2013,3628.19,CARD,False,2.0,PAYMENT_RECORDED
B1695,P1616,6F252,2026-04-13 11:37:36.952,CONFIRMED,4F,C*****91,MASKED-6531,5969.93,NETBANKING,False,1.0,PAYMENT_RECORDED
B1696,P1538,6F055,2025-11-28 11:37:36.952,PENDING,11C,H*****22,MASKED-1789,,,,,NO_PAYMENT_RECORD
B1697,P1738,AI204,2025-11-12 11:37:36.952,CANCELLED,34B,C*****60,MASKED-1258,,,,,NO_PAYMENT_RECORD
B1698,P1001,AI016,2026-02-02 11:37:36.952,CONFIRMED,31D,B*****60,MASKED-9640,8023.98,NETBANKING,False,1.0,PAYMENT_RECORDED
B1699,P1870,AI209,2025-12-11 11:37:36.952,PENDING,15D,K*****95,MASKED-5089,8784.73,NETBANKING,False,4.0,PAYMENT_RECORDED
B1700,P1100,SJ211,2026-01-04 11:37:36.952,PENDING,14B,J*****31,MASKED-1891,6028.27,CARD,False,1.0,PAYMENT_RECORDED
B1701,P1532,6F103,2025-10-16 11:37:36.952,CONFIRMED,13F,A*****42,MASKED-1575,,,,,NO_PAYMENT_RECORD
B1702,P1057,UK182,2025-04-22 11:37:36.952,CONFIRMED,31F,M*****27,MASKED-2340,8158.17,NETBANKING,True,2.0,PAYMENT_RECORDED
B1703,P1388,6F264,2025-12-25 11:37:36.952,CANCELLED,19B,M*****49,MASKED-8483,6181.25,NETBANKING,False,2.0,PAYMENT_RECORDED
B1704,P1691,6F027,2025-07-23 11:37:36.952,PENDING,29A,J*****18,MASKED-3747,13993.49,NETBANKING,False,1.0,PAYMENT_RECORDED
B1705,P1940,UK198,2026-01-31 11:37:36.952,CANCELLED,3B,T*****42,MASKED-4029,6139.86,UPI,False,4.0,PAYMENT_RECORDED
B1706,P1340,6F171,2025-09-07 11:37:36.952,CANCELLED,15C,H*****72,MASKED-1687,,,,,NO_PAYMENT_RECORD
B1707,P1860,AI004,2025-07-05 11:37:36.952,CANCELLED,1B,L*****79,MASKED-9365,,,,,NO_PAYMENT_RECORD
B1708,P1019,6F157,2025-11-22 11:37:36.952,CONFIRMED,3C,W*****89,MASKED-0743,,,,,NO_PAYMENT_RECORD
B1709,P1254,AI018,2025-10-03 11:37:36.952,CANCELLED,22B,G*****09,MASKED-0661,,,,,NO_PAYMENT_RECORD
B1710,P1316,UK098,2025-08-05 11:37:36.952,CONFIRMED,21E,L*****43,MASKED-0381,12059.65,CARD,False,1.0,PAYMENT_RECORDED
B1711,P1037,6F167,2026-01-29 11:37:36.952,UNKNOWN,4C,B*****46,MASKED-4431,,,,,NO_PAYMENT_RECORD
B1712,P1659,AI228,2025-09-06 11:37:36.952,CANCELLED,17C,Z*****88,MASKED-9130,,,,,NO_PAYMENT_RECORD
B1713,P1536,SJ242,2025-08-31 11:37:36.952,CANCELLED,17D,B*****56,MASKED-1328,,,,,NO_PAYMENT_RECORD
B1714,P1385,6F227,2025-12-11 11:37:36.952,PENDING,34C,N*****41,MASKED-1002,5064.12,NETBANKING,False,1.0,PAYMENT_RECORDED
B1715,P1632,6F037,2025-08-27 11:37:36.952,CANCELLED,20C,E*****08,MASKED-9547,,,,,NO_PAYMENT_RECORD
B1716,P1927,6F107,2025-12-22 11:37:36.952,PENDING,28A,R*****56,MASKED-6925,,,,,NO_PAYMENT_RECORD
B1717,P1025,SJ125,2025-11-06 11:37:36.952,CANCELLED,14A,H*****83,MASKED-7746,1187.92,UPI,False,2.0,PAYMENT_RECORDED
B1718,P1453,UK117,2025-06-17 11:37:36.952,CANCELLED,9B,Z*****18,MASKED-7696,10479.42,UPI,False,2.0,PAYMENT_RECORDED
B1719,P1680,6F192,2025-11-12 11:37:36.952,CANCELLED,29E,P*****08,MASKED-5025,5781.1,UPI,False,1.0,PAYMENT_RECORDED
B1720,P1322,AI201,2025-11-27 11:37:36.952,CANCELLED,27B,G*****73,MASKED-2378,5194.3,NETBANKING,False,1.0,PAYMENT_RECORDED
B1721,P1736,SJ126,2026-03-25 11:37:36.952,PENDING,21A,F*****05,MASKED-8415,,,,,NO_PAYMENT_RECORD
B1722,P1512,AI177,2026-02-10 11:37:36.952,PENDING,5E,E*****86,MASKED-4457,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1723,P1818,AI092,2025-12-23 11:37:36.952,CANCELLED,26B,R*****01,MASKED-1969,,,,,NO_PAYMENT_RECORD
B1724,P1772,6F076,2025-10-10 11:37:36.952,CANCELLED,11D,G*****19,MASKED-4296,10484.53,UPI,False,1.0,PAYMENT_RECORDED
B1725,P1012,AI185,2025-04-29 11:37:36.952,PENDING,1E,E*****17,MASKED-0747,8158.17,NETBANKING,True,1.0,PAYMENT_RECORDED
B1726,P1914,AI055,2025-05-14 11:37:36.952,CONFIRMED,2B,K*****42,MASKED-0806,7008.67,UPI,False,2.0,PAYMENT_RECORDED
B1727,P1907,6F222,2026-03-15 11:37:36.952,CONFIRMED,27D,H*****45,MASKED-1375,,,,,NO_PAYMENT_RECORD
B1728,P1559,AI090,2025-12-12 11:37:36.952,CONFIRMED,1C,Y*****73,MASKED-8503,7592.89,CARD,False,1.0,PAYMENT_RECORDED
B1729,P1920,AI183,2025-06-03 11:37:36.952,PENDING,4F,V*****43,MASKED-5835,2726.28,NETBANKING,False,1.0,PAYMENT_RECORDED
B1730,P1824,AI041,2025-04-29 11:37:36.952,PENDING,25F,C*****80,MASKED-3732,8158.17,NETBANKING,True,1.0,PAYMENT_RECORDED
B1731,P1370,6F210,2025-07-12 11:37:36.952,CONFIRMED,25F,J*****01,MASKED-6891,1355.89,CARD,False,1.0,PAYMENT_RECORDED
B1732,P1290,AI170,2026-01-15 11:37:36.952,CONFIRMED,3A,X*****37,MASKED-0707,7405.96,NETBANKING,False,1.0,PAYMENT_RECORDED
B1733,P1331,SJ008,2026-04-16 11:37:36.952,CANCELLED,2E,Y*****03,MASKED-8779,10832.74,CARD,False,1.0,PAYMENT_RECORDED
B1734,P1605,AI049,2025-09-29 11:37:36.952,PENDING,27E,Z*****82,MASKED-8705,2972.66,CARD,False,1.0,PAYMENT_RECORDED
B1735,P1260,SJ132,2025-05-12 11:37:36.952,PENDING,34E,K*****72,MASKED-7116,10012.48,NETBANKING,False,1.0,PAYMENT_RECORDED
